submission_id,age,assumption,comments,correct_answer,education,experiment_duration,experiment_end_time,experiment_start_time,gender,inference_type,itemOrder,item_id,languages,llm_id,lower_bound,p1,p2,responseTime,trialNr,trial_type,upper_bound
1294,NA,manner_4,NA,main,NA,787593,1750507524449,1750506736856,NA,irrelevant,"p1,p2,upper_bound,lower_bound",1,NA,NA,58,43,67,73517,5,main,45
1294,NA,manner_3,NA,main,NA,787593,1750507524449,1750506736856,NA,too_much,"lower_bound,p2,upper_bound,p1",11,NA,NA,47,53,45,150928,6,main,46
1294,64,NA,It was nice,NA,NA,787593,1750507524449,1750506736856,female,NA,NA,NA,English,NO,NA,NA,NA,55957,NA,NA,NA
1295,NA,NA,NA,NA,NA,727615,1750508166032,1750507438417,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,56,83,NA,62433,NA,NA,NA
1295,NA,manner_1,NA,100,NA,727615,1750508166032,1750507438417,NA,too_little,"upper_bound,p2,lower_bound,p1",13,NA,NA,99,99,100,39872,1,filler,99
1295,NA,manner_2,NA,main,NA,727615,1750508166032,1750507438417,NA,baseline,"lower_bound,p1,p2,upper_bound",2,NA,NA,9,67,76,81678,2,main,52
1295,NA,manner_3,NA,main,NA,727615,1750508166032,1750507438417,NA,marked,"upper_bound,lower_bound,p1,p2",6,NA,NA,81,69,61,98214,3,main,65
1295,NA,quality_2,NA,main,NA,727615,1750508166032,1750507438417,NA,too_much,"p2,upper_bound,lower_bound,p1",3,NA,NA,55,14,38,56844,4,main,88
1295,NA,quantity_1,NA,main,NA,727615,1750508166032,1750507438417,NA,irrelevant,"upper_bound,lower_bound,p2,p1",12,NA,NA,34,82,65,60247,5,main,46
1295,NA,no_violation,NA,main,NA,727615,1750508166032,1750507438417,NA,too_little,"p2,p1,lower_bound,upper_bound",6,NA,NA,36,36,41,38562,6,main,82
1295,29,NA,That was quite a confusing task - I think I only really understood what was being asked of me a couple of questions in. I think I’ve had understood it more if the slider said something like “machine interpretation” - “human interpretation”,NA,Higher degree,727615,1750508166032,1750507438417,female,NA,NA,NA,English,"Yes, I think the machine interpretations would be more literal, whereas the human ones would imagine tone or extra context.",NA,NA,NA,186594,NA,NA,NA
1296,NA,NA,NA,NA,NA,553656,1750508986759,1750508433103,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,11,88,80,66132,NA,NA,86
1296,NA,manner_1,NA,main,NA,553656,1750508986759,1750508433103,NA,too_little,"upper_bound,p1,lower_bound,p2",12,NA,NA,19,83,18,88836,1,main,87
1296,NA,manner_2,NA,0,NA,553656,1750508986759,1750508433103,NA,baseline,"p1,lower_bound,upper_bound,p2",22,NA,NA,13,100,100,45154,2,filler,100
1296,NA,quantity_1,NA,main,NA,553656,1750508986759,1750508433103,NA,baseline,"upper_bound,p2,lower_bound,p1",2,NA,NA,93,94,91,41759,3,main,92
1296,NA,manner_3,NA,main,NA,553656,1750508986759,1750508433103,NA,irrelevant,"upper_bound,p2,p1,lower_bound",14,NA,NA,16,11,91,45705,4,main,95
1296,NA,quantity_2,NA,main,NA,553656,1750508986759,1750508433103,NA,too_much,"p2,upper_bound,p1,lower_bound",7,NA,NA,94,93,91,86447,5,main,86
1296,NA,manner_4,NA,main,NA,553656,1750508986759,1750508433103,NA,marked,"lower_bound,p1,p2,upper_bound",8,NA,NA,7,8,12,57280,6,main,96
1296,25,NA,It's a nice study,NA,Graduated College,553656,1750508986759,1750508433103,female,NA,NA,NA,English,Absolutely I could identify the machine interpretation. The machine lacks the ability to recognize sarcasm,NA,NA,NA,70729,NA,NA,NA
1413,NA,NA,NA,NA,NA,145493,1751301500275,1751301354782,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,39,58,46,27170,NA,NA,48
1413,NA,quantity_1,NA,main,NA,145493,1751301500275,1751301354782,NA,too_much,"lower_bound,p1,p2,upper_bound",12,NA,NA,48,40,69,21291,1,main,73
1413,NA,manner_2,NA,100,NA,145493,1751301500275,1751301354782,NA,baseline,"upper_bound,p1,p2,lower_bound",22,NA,NA,35,71,61,13442,2,filler,53
1413,NA,no_violation,NA,main,NA,145493,1751301500275,1751301354782,NA,too_little,"p1,p2,lower_bound,upper_bound",6,NA,NA,59,57,39,18360,3,main,56
1413,NA,quality_2,NA,main,NA,145493,1751301500275,1751301354782,NA,baseline,"p2,lower_bound,p1,upper_bound",17,NA,NA,35,36,40,12606,4,main,78
1413,NA,manner_1,NA,main,NA,145493,1751301500275,1751301354782,NA,irrelevant,"lower_bound,upper_bound,p1,p2",9,NA,NA,47,63,57,18890,5,main,90
1413,NA,quality_1,NA,main,NA,145493,1751301500275,1751301354782,NA,marked,"p1,p2,upper_bound,lower_bound",15,NA,NA,53,53,55,16484,6,main,66
1413,49,NA,NA,NA,Graduated College,145493,1751301500275,1751301354782,male,NA,NA,NA,ENGLISH,NA,NA,NA,NA,14058,NA,NA,NA
1418,NA,NA,NA,NA,NA,312180,1751301580741,1751301268561,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,NA,NA,NA,22874,NA,NA,NA
1418,NA,no_violation,NA,main,NA,312180,1751301580741,1751301268561,NA,too_much,"lower_bound,upper_bound,p2,p1",5,NA,NA,51,0,36,68632,1,main,97
1418,NA,manner_1,NA,main,NA,312180,1751301580741,1751301268561,NA,irrelevant,"upper_bound,lower_bound,p2,p1",9,NA,NA,33,100,88,50348,2,main,100
1418,NA,relevance_1,NA,main,NA,312180,1751301580741,1751301268561,NA,too_little,"p1,p2,upper_bound,lower_bound",18,NA,NA,8,15,79,29253,3,main,95
1418,NA,quality_2,NA,main,NA,312180,1751301580741,1751301268561,NA,baseline,"lower_bound,upper_bound,p2,p1",17,NA,NA,0,91,91,32188,4,main,91
1418,NA,manner_1,NA,0,NA,312180,1751301580741,1751301268561,NA,too_little,"lower_bound,p1,upper_bound,p2",13,NA,NA,0,0,0,22057,5,filler,0
1418,NA,quantity_1,NA,main,NA,312180,1751301580741,1751301268561,NA,marked,"upper_bound,lower_bound,p2,p1",8,NA,NA,98,89,90,44114,6,main,17
1418,54,NA,NA,NA,Graduated College,312180,1751301580741,1751301268561,male,NA,NA,NA,NA,NA,NA,NA,NA,28851,NA,NA,NA
1423,NA,NA,NA,NA,NA,473605,1751301633932,1751301160327,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,61,69,NA,62430,NA,NA,79
1423,NA,manner_1,NA,100,NA,473605,1751301633932,1751301160327,NA,too_little,"p1,p2,lower_bound,upper_bound",13,NA,NA,100,54,2,71680,1,filler,75
1423,NA,quantity_1,NA,main,NA,473605,1751301633932,1751301160327,NA,too_much,"p2,lower_bound,upper_bound,p1",12,NA,NA,73,13,92,74817,2,main,94
1423,NA,manner_1,NA,main,NA,473605,1751301633932,1751301160327,NA,baseline,"p2,lower_bound,p1,upper_bound",12,NA,NA,0,50,100,35889,3,main,100
1423,NA,manner_2,NA,main,NA,473605,1751301633932,1751301160327,NA,too_little,"p1,lower_bound,upper_bound,p2",24,NA,NA,88,8,90,55581,4,main,91
1423,NA,manner_3,NA,main,NA,473605,1751301633932,1751301160327,NA,irrelevant,"upper_bound,lower_bound,p2,p1",14,NA,NA,92,90,91,69629,5,main,0
1423,NA,quantity_2,NA,main,NA,473605,1751301633932,1751301160327,NA,marked,"p1,upper_bound,lower_bound,p2",16,NA,NA,51,96,96,42320,6,main,96
1423,39,NA,None,NA,Graduated College,473605,1751301633932,1751301160327,male,NA,NA,NA,English,"Maybe, some seemed out of place.",NA,NA,NA,41939,NA,NA,NA
1445,NA,NA,NA,NA,NA,413473,1751302100083,1751301686610,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,21,74,79,52346,NA,NA,82
1445,NA,quality_2,NA,main,NA,413473,1751302100083,1751301686610,NA,too_much,"lower_bound,upper_bound,p2,p1",3,NA,NA,99,17,10,67892,1,main,30
1445,NA,quantity_2,NA,main,NA,413473,1751302100083,1751301686610,NA,irrelevant,"upper_bound,p1,p2,lower_bound",9,NA,NA,7,89,4,36400,2,main,88
1445,NA,quantity_1,NA,main,NA,413473,1751302100083,1751301686610,NA,marked,"p1,p2,lower_bound,upper_bound",8,NA,NA,87,20,61,45712,3,main,9
1445,NA,no_violation,NA,main,NA,413473,1751302100083,1751301686610,NA,too_little,"p2,upper_bound,p1,lower_bound",6,NA,NA,8,50,8,41230,4,main,83
1445,NA,manner_1,NA,0,NA,413473,1751302100083,1751301686610,NA,too_little,"p1,lower_bound,p2,upper_bound",13,NA,NA,0,0,0,30292,5,filler,0
1445,NA,manner_1,NA,main,NA,413473,1751302100083,1751301686610,NA,baseline,"upper_bound,lower_bound,p1,p2",12,NA,NA,7,60,99,44930,6,main,49
1445,58,NA,NA,NA,Higher degree,413473,1751302100083,1751301686610,female,NA,NA,NA,English,I'm not sure I could. I've been fooled by AI thinking it was a person writing before.,NA,NA,NA,58388,NA,NA,NA
1410,NA,NA,NA,NA,NA,241275,1751301447306,1751301206032,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,84,NA,89,31248,NA,NA,NA
1410,NA,manner_2,NA,main,NA,241275,1751301447306,1751301206032,NA,irrelevant,"p1,p2,lower_bound,upper_bound",7,NA,NA,14,7,45,30688,1,main,18
1410,NA,quality_2,NA,main,NA,241275,1751301447306,1751301206032,NA,marked,"p1,lower_bound,upper_bound,p2",17,NA,NA,91,96,86,12528,2,main,84
1410,NA,quality_1,NA,main,NA,241275,1751301447306,1751301206032,NA,too_much,"upper_bound,p1,p2,lower_bound",17,NA,NA,65,73,62,20472,3,main,81
1410,NA,manner_3,NA,main,NA,241275,1751301447306,1751301206032,NA,too_little,"upper_bound,lower_bound,p2,p1",20,NA,NA,21,31,23,34520,4,main,26
1410,NA,manner_1,NA,main,NA,241275,1751301447306,1751301206032,NA,baseline,"p2,p1,lower_bound,upper_bound",12,NA,NA,74,77,96,14800,5,main,88
1410,NA,manner_1,NA,100,NA,241275,1751301447306,1751301206032,NA,too_little,"upper_bound,p2,lower_bound,p1",13,NA,NA,20,42,27,25846,6,filler,14
1410,31,NA,NA,NA,Higher degree,241275,1751301447306,1751301206032,male,NA,NA,NA,NA,no,NA,NA,NA,25978,NA,NA,NA
1425,NA,NA,NA,NA,NA,178815,1751301662915,1751301484100,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,100,78,52,41085,NA,NA,100
1425,NA,relevance_1,NA,main,NA,178815,1751301662915,1751301484100,NA,too_much,"p2,lower_bound,p1,upper_bound",18,NA,NA,29,86,54,22131,1,main,87
1425,NA,no_violation,NA,main,NA,178815,1751301662915,1751301484100,NA,too_little,"upper_bound,lower_bound,p1,p2",6,NA,NA,81,91,27,17954,2,main,93
1425,NA,manner_2,NA,main,NA,178815,1751301662915,1751301484100,NA,marked,"p2,p1,upper_bound,lower_bound",23,NA,NA,72,23,34,23104,3,main,91
1425,NA,quality_2,NA,main,NA,178815,1751301662915,1751301484100,NA,baseline,"p2,lower_bound,p1,upper_bound",17,NA,NA,12,20,68,15827,4,main,100
1425,NA,manner_1,NA,main,NA,178815,1751301662915,1751301484100,NA,irrelevant,"p2,upper_bound,lower_bound,p1",9,NA,NA,78,72,23,21072,5,main,66
1425,NA,manner_1,NA,0,NA,178815,1751301662915,1751301484100,NA,too_little,"p1,p2,lower_bound,upper_bound",13,NA,NA,100,55,58,19519,6,filler,98
1425,32,NA,NA,NA,Graduated College,178815,1751301662915,1751301484100,female,NA,NA,NA,english,NA,NA,NA,NA,13150,NA,NA,NA
1420,NA,NA,NA,NA,NA,170339,1751301594042,1751301423703,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,70,16,21,26870,NA,NA,100
1420,NA,manner_1,NA,main,NA,170339,1751301594042,1751301423703,NA,marked,"p1,p2,lower_bound,upper_bound",10,NA,NA,75,89,18,26170,1,main,0
1420,NA,manner_2,NA,main,NA,170339,1751301594042,1751301423703,NA,irrelevant,"upper_bound,p1,p2,lower_bound",7,NA,NA,19,77,100,19348,2,main,64
1420,NA,no_violation,NA,main,NA,170339,1751301594042,1751301423703,NA,too_little,"lower_bound,p2,upper_bound,p1",6,NA,NA,100,100,18,15616,3,main,78
1420,NA,manner_1,NA,100,NA,170339,1751301594042,1751301423703,NA,too_little,"lower_bound,upper_bound,p2,p1",13,NA,NA,100,78,22,15099,4,filler,73
1420,NA,manner_4,NA,main,NA,170339,1751301594042,1751301423703,NA,baseline,"lower_bound,p2,p1,upper_bound",3,NA,NA,0,75,59,27302,5,main,100
1420,NA,quality_2,NA,main,NA,170339,1751301594042,1751301423703,NA,too_much,"p1,upper_bound,p2,lower_bound",3,NA,NA,100,0,100,18496,6,main,31
1420,29,NA,None.,NA,Graduated College,170339,1751301594042,1751301423703,male,NA,NA,NA,NA,"No, I don't.",NA,NA,NA,13265,NA,NA,NA
1440,NA,NA,NA,NA,NA,315695,1751301897262,1751301581567,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,49,29,38,63819,NA,NA,74
1440,NA,quality_2,NA,main,NA,315695,1751301897262,1751301581567,NA,baseline,"p2,lower_bound,p1,upper_bound",17,NA,NA,8,21,100,26962,1,main,100
1440,NA,quantity_2,NA,main,NA,315695,1751301897262,1751301581567,NA,irrelevant,"lower_bound,p1,p2,upper_bound",9,NA,NA,100,75,15,30490,2,main,27
1440,NA,quantity_1,NA,main,NA,315695,1751301897262,1751301581567,NA,too_much,"lower_bound,upper_bound,p1,p2",12,NA,NA,83,73,77,35824,3,main,24
1440,NA,relevance_1,NA,main,NA,315695,1751301897262,1751301581567,NA,too_little,"p2,p1,lower_bound,upper_bound",18,NA,NA,75,13,89,27920,4,main,85
1440,NA,manner_3,NA,main,NA,315695,1751301897262,1751301581567,NA,marked,"p1,p2,lower_bound,upper_bound",6,NA,NA,95,13,14,27454,5,main,89
1440,NA,manner_2,NA,100,NA,315695,1751301897262,1751301581567,NA,baseline,"lower_bound,p2,upper_bound,p1",22,NA,NA,9,58,67,25059,6,filler,86
1440,59,NA,NA,NA,Graduated College,315695,1751301897262,1751301581567,male,NA,NA,NA,English,"yes ,they didnt have a natural flow to the wording",NA,NA,NA,54205,NA,NA,NA
1417,NA,NA,NA,NA,NA,296261,1751301578607,1751301282346,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,NA,NA,NA,59933,NA,NA,NA
1417,NA,manner_4,NA,main,NA,296261,1751301578607,1751301282346,NA,too_much,"lower_bound,p1,p2,upper_bound",19,NA,NA,69,31,24,39509,1,main,72
1417,NA,quality_1,NA,main,NA,296261,1751301578607,1751301282346,NA,marked,"p2,upper_bound,p1,lower_bound",15,NA,NA,75,30,55,17907,2,main,81
1417,NA,manner_2,NA,0,NA,296261,1751301578607,1751301282346,NA,baseline,"p2,p1,lower_bound,upper_bound",22,NA,NA,22,86,69,12291,3,filler,69
1417,NA,no_violation,NA,main,NA,296261,1751301578607,1751301282346,NA,too_little,"upper_bound,p1,p2,lower_bound",6,NA,NA,57,98,20,20613,4,main,69
1417,NA,manner_3,NA,main,NA,296261,1751301578607,1751301282346,NA,irrelevant,"p1,lower_bound,p2,upper_bound",14,NA,NA,83,85,60,13295,5,main,62
1417,NA,quantity_1,NA,main,NA,296261,1751301578607,1751301282346,NA,baseline,"p2,lower_bound,p1,upper_bound",2,NA,NA,23,64,71,22698,6,main,57
1417,47,NA,NA,NA,Graduated College,296261,1751301578607,1751301282346,female,NA,NA,NA,English,no,NA,NA,NA,21680,NA,NA,NA
1431,NA,NA,NA,NA,NA,395423,1751301738758,1751301343335,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,53,NA,26,29636,NA,NA,NA
1431,NA,manner_2,NA,0,NA,395423,1751301738758,1751301343335,NA,baseline,"lower_bound,p1,upper_bound,p2",22,NA,NA,14,79,86,38023,1,filler,85
1431,NA,quantity_1,NA,main,NA,395423,1751301738758,1751301343335,NA,irrelevant,"upper_bound,p2,lower_bound,p1",12,NA,NA,83,86,92,44202,2,main,97
1431,NA,relevance_1,NA,main,NA,395423,1751301738758,1751301343335,NA,marked,"p2,upper_bound,lower_bound,p1",15,NA,NA,24,74,80,49863,3,main,80
1431,NA,manner_3,NA,main,NA,395423,1751301738758,1751301343335,NA,too_much,"p1,lower_bound,upper_bound,p2",11,NA,NA,62,84,77,69680,4,main,75
1431,NA,no_violation,NA,main,NA,395423,1751301738758,1751301343335,NA,too_little,"lower_bound,p2,upper_bound,p1",6,NA,NA,98,99,48,28433,5,main,15
1431,NA,quantity_2,NA,main,NA,395423,1751301738758,1751301343335,NA,baseline,"lower_bound,p1,upper_bound,p2",23,NA,NA,31,86,93,40728,6,main,90
1431,59,NA,NA,NA,Graduated College,395423,1751301738758,1751301343335,male,NA,NA,NA,English,no - impossible to tell,NA,NA,NA,66049,NA,NA,NA
1436,NA,NA,NA,NA,NA,417243,1751301837472,1751301420229,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,85,56,NA,43109,NA,NA,NA
1436,NA,manner_2,NA,main,NA,417243,1751301837472,1751301420229,NA,too_little,"p2,upper_bound,lower_bound,p1",24,NA,NA,80,35,70,44332,1,main,14
1436,NA,manner_1,NA,0,NA,417243,1751301837472,1751301420229,NA,too_little,"upper_bound,p1,lower_bound,p2",13,NA,NA,16,52,17,64607,2,filler,82
1436,NA,manner_4,NA,main,NA,417243,1751301837472,1751301420229,NA,too_much,"upper_bound,lower_bound,p1,p2",19,NA,NA,18,64,44,83977,3,main,84
