context,utterance,explanation,proposals,experiment_type,dataset,assumption,item_id,inference_type,trigger,upper_bound,lower_bound,distractor_1_prejacent,distractor_2_prejacent,speaker_x,p1,p2
Jack attended the premier of a new drama at a renown theatre in your city. You ask Jack: 'How was the drama?'. Jack replies:,The drama was great.,the answer uses language that is difficult to understand,"1. Jack could be implying that he thoroughly enjoyed the drama and found it to be of high quality.
2. Jack might be suggesting that the drama was emotionally impactful and left a strong impression on him.
3. Jack could be indicating that the drama was well-received by the audience and received positive feedback.
4. Jack might be implying that the drama was engaging and kept him entertained throughout the performance.",gricean_assmuptions,ours,manner_1,12,baseline,The drama was great.,Jack might be implying that the drama was great.,Jack might be implying that The drama was not good.,Jack used to take acting classes in college.,the drama was based on Jack’s favourite book.,Jack,Jack might be implying that the drama was engaging and kept him entertained throughout the performance.,Jack could be indicating that the drama was well-received by the audience and received positive feedback.
Jesse has been looking for a new hobby and attended a pottery class. You ask Jesse: 'How did the class go?’. Jesse replies:,I made a nice pot.,the answer provides information in an order that does not makes sense,"1. Jesse might be trying to convey that the class went well overall and they were successful in making a nice pot.
2. Jesse might be implying that making the pot was the only positive aspect of the class, suggesting that the overall experience was not great.
3. Jesse might be emphasizing the quality of the pot they made, indicating that they are proud of their accomplishment.
4. Jesse might be subtly indicating that they didn't enjoy the class much, but at least they managed to create a nice pot.",gricean_assmuptions,ours,manner_4,22,baseline,I made a nice pot.,Jesse might be implying that Jesse’s pot was good.,Jesse might be implying that Jesse’s pot was ugly.,"Jesse’s colleagues attended the pottery class, too.",The pottery class teacher required taking a drawing class beforehand.,Jesse,"Jesse might be subtly indicating that they didn't enjoy the class much, but at least they managed to create a nice pot.","Jesse might be implying that making the pot was the only positive aspect of the class, suggesting that the overall experience was not great."
Jesse has been looking for a new hobby and attended a pottery class. You ask Jesse: 'How did the class go?’. Jesse replies:,My pot caused a strong aesthetic reaction.,the answer uses language that is difficult to understand,"1. Jesse's pot turned out to be visually appealing and received positive feedback from others in the class.
2. Jesse's pot had a unique and striking design that caught the attention of the instructor or fellow classmates.
3. Jesse's pot evoked strong emotions or feelings in Jesse, possibly indicating a personal connection or satisfaction with the creative process.
4. Jesse's pot had a significant impact on the overall atmosphere or ambiance of the class, possibly influencing the aesthetic experience of others.",gricean_assmuptions,ours,manner_1,22,marked,My pot caused a strong aesthetic reaction.,"Jesse might be implying that Jesse's pot unintentionally or indirectly caused negative reactions, e.g., because it was ugly.","Jesse might be implying that Jesse's pot intentionally or indirectly caused positive reactions, e.g., because Jesse is a pottery professional and made a beautiful piece.","Jesse’s colleagues attended the pottery class, too.",The pottery class teacher required taking a drawing class beforehand.,Jesse,Jesse's pot had a unique and striking design that caught the attention of the instructor or fellow classmates.,Jesse's pot turned out to be visually appealing and received positive feedback from others in the class.
Jo went to a stand-up comedy show where their friend Josh performed. You ask Jo: 'How was Josh's performance?'. Jo replies:,Josh uttered a series of words with an intonation that suggested they were meant to be jokes.,the answer is not relevant in context,"1. Jo may be implying that Josh's performance was not very funny or entertaining.
2. Jo could be suggesting that Josh's delivery or timing was off, making the jokes fall flat.
3. Jo might be indicating that Josh's jokes were not well-written or lacked originality.
4. Jo could be expressing uncertainty or ambiguity about whether Josh's words were actually intended to be jokes.",gricean_assmuptions,ours,relevance_1,23,too_much,Josh uttered a series of words with an intonation that suggested they were meant to be jokes.,Jo might be implying that Josh’s performance was not very good.,Jo might be implying that Josh uttered a series of words with an intonation that suggested they were meant to be jokes.,Jo was the first to encourage John to try stand-up comedy.,Josh tested his new jokes on Jo before performing them live.,Jo,Jo could be expressing uncertainty or ambiguity about whether Josh's words were actually intended to be jokes.,"Jo could be suggesting that Josh's delivery or timing was off, making the jokes fall flat."
John went to a soccer match where his friend Emma played. You ask John: 'How did Emma play?'. John replies:,Emma had nice shoes.,the answer provides information in an order that does not makes sense,"1. John might be trying to avoid answering the question directly because he doesn't want to give a negative opinion about Emma's performance.
2. John might be distracted or not paying attention to the game, so he simply comments on Emma's shoes as a random observation.
3. John might be trying to imply that Emma's performance was not noteworthy or remarkable, so he diverts the conversation to a different aspect.
4. John might be indirectly suggesting that Emma's shoes were the only positive aspect of her performance, implying that she didn't play well.",gricean_assmuptions,ours,manner_4,9,irrelevant,Emma had nice shoes.,John might be implying that John does not want to talk about Emma's soccer skills.,John might be implying that Emma had nice shoes.,John likes football.,John could easily find the stadium.,John,"John might be distracted or not paying attention to the game, so he simply comments on Emma's shoes as a random observation.",John might be trying to avoid answering the question directly because he doesn't want to give a negative opinion about Emma's performance.
John went to a soccer match where his friend Emma played. You ask John: 'How did Emma play?'. John replies:,Emma moved her body in a way that is consistent with the rules of soccer.,John does not believe that the answer is true,"1. John could be trying to convey that Emma did not play well or perform up to his expectations.
2. John could be implying that Emma followed the rules but lacked skill or technique in her performance.
3. John could be suggesting that Emma played in a way that was too cautious or conservative, adhering strictly to the rules without taking risks or showing creativity.
4. John could be insinuating that Emma played in a way that was overly focused on following the rules, possibly indicating a lack of natural talent or spontaneity in her playing style.",gricean_assmuptions,ours,quality_1,9,too_much,Emma moved her body in a way that is consistent with the rules of soccer.,John might be implying that Emma's soccer skills are not good.,John might be implying that Emma moved her body in a way that is consistent with the rules of soccer.,John likes football.,John could easily find the stadium.,John,"John could be insinuating that Emma played in a way that was overly focused on following the rules, possibly indicating a lack of natural talent or spontaneity in her playing style.",John could be implying that Emma followed the rules but lacked skill or technique in her performance.
Leila attended a new photography class in your town. You ask Leila: 'How was the class?'. Leila replies:,The class was fun.,Leila does not believe that the answer is true,"1. Leila may be trying to be polite and not express her true feelings about the class.
2. Leila may be trying to avoid hurting anyone's feelings by giving a positive response.
3. Leila may be trying to downplay her disappointment or dissatisfaction with the class.
4. Leila may be trying to avoid getting into a detailed discussion about her experience in the class.",gricean_assmuptions,ours,quality_1,17,baseline,The class was fun.,Leila might be implying that the class was fun.,Leila might be implying that the class was boring.,Leila once modelled for a photo session.,Leila is a fan of arts and crafts.,Leila,Leila may be trying to be polite and not express her true feelings about the class.,Leila may be trying to avoid hurting anyone's feelings by giving a positive response.
Leila attended a new photography class in your town. You ask Leila: 'How was the class?'. Leila replies:,The class was fun.,the answer is not relevant in context,"1. Leila may be trying to indicate that she enjoyed the class and had a good time.
2. Leila could be implying that the class was engaging and entertaining.
3. Leila might be suggesting that the class was lighthearted and enjoyable, rather than being too serious or intense.
4. Leila could be trying to convey that the class was a pleasant experience overall.",gricean_assmuptions,ours,relevance_1,17,baseline,The class was fun.,Leila might be implying that the class was fun.,Leila might be implying that the class was boring.,Leila once modelled for a photo session.,Leila is a fan of arts and crafts.,Leila,"Leila might be suggesting that the class was lighthearted and enjoyable, rather than being too serious or intense.",Leila may be trying to indicate that she enjoyed the class and had a good time.
Lio attended a fashion show for the first time. You ask Lio: ‘What did you think of the collection?'. Lio replies:,One model’s walk caused people to gasp.,the answer is less informative than is required by the context,"1. Lio could be implying that the model's walk was exceptionally stunning or captivating, leaving the audience in awe.
2. Lio might be suggesting that the model's walk was controversial or unconventional, causing a strong reaction from the audience.
3. Lio could be indicating that the model's walk was clumsy or awkward, leading to a surprised or shocked response from the audience.
4. Lio might be hinting that the model's walk was so unique or extraordinary that it stood out among the rest of the collection, leaving a lasting impression on the viewers.",gricean_assmuptions,ours,quantity_1,20,marked,One model’s walk caused people to gasp.,"Lio might be implying that one model’s walk unintentionally caused people to gasp, e.g., because they fell.","Lio might be implying that one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.",Lio was a photographer at model castings.,the collection only had black and white clothes.,Lio,"Lio might be suggesting that the model's walk was controversial or unconventional, causing a strong reaction from the audience.","Lio could be indicating that the model's walk was clumsy or awkward, leading to a surprised or shocked response from the audience."
Lio attended a fashion show for the first time. You ask Lio: ‘What did you think of the collection?'. Lio replies:,The collection was great.,Lio likely does not have enough evidence for the answer,"1. Lio may be trying to be polite and avoid giving a negative opinion, even if they didn't particularly like the collection.
2. Lio may be trying to show enthusiasm and appreciation for the effort put into the fashion show and collection.
3. Lio may be trying to avoid discussing their true thoughts on the collection to avoid conflict or disagreement with others.
4. Lio may be trying to convey that they enjoyed the overall experience of attending a fashion show, regardless of their specific opinion on the collection.",gricean_assmuptions,ours,quality_2,20,baseline,The collection was great.,Lio might be implying that the collection was great.,Lio might be implying that the collection was too extravagant.,Lio was a photographer at model castings.,the collection only had black and white clothes.,Lio,"Lio may be trying to convey that they enjoyed the overall experience of attending a fashion show, regardless of their specific opinion on the collection.",Lio may be trying to show enthusiasm and appreciation for the effort put into the fashion show and collection.
"Mika just met your mutual friend John, who took his driver’s test yesterday. You ask Mika: “How did John’s driver’s test go?” Mika replies: ",John and I just had great coffee.,the answer is less informative than is required by the context,"1. Mika could be avoiding the question because John's driver's test did not go well and they don't want to share the negative outcome.
2. Mika could be implying that John's driver's test went smoothly and they are now celebrating with a great cup of coffee.
3. Mika could be hinting that John's driver's test is not a topic they want to discuss and they are changing the subject to something more pleasant.
4. Mika could be indicating that John's driver's test is not important or relevant to their conversation, and they would rather talk about something else.",gricean_assmuptions,ours,quantity_1,5,irrelevant,John and I just had great coffee.,Mika might be implying that Mika does not want to talk about John’s driver’s test.,Mika might be implying that John and Mika just had great coffee.,John is a big fan of automotive vehicles.,Mika and John are planning a vacation together.,Mika,Mika could be avoiding the question because John's driver's test did not go well and they don't want to share the negative outcome.,Mika could be implying that John's driver's test went smoothly and they are now celebrating with a great cup of coffee.
"Mika just met your mutual friend John, who took his driver’s test yesterday. You ask Mika: “How did John’s driver’s test go?” Mika replies: ",John took the test.,the answer is not relevant in context,"1. Mika could be implying that John did not pass the driver's test.
2. Mika could be suggesting that John's performance on the test was not noteworthy or remarkable.
3. Mika could be indicating that John simply completed the test without any major issues or complications.
4. Mika could be implying that John's experience taking the test was uneventful or uninteresting.",gricean_assmuptions,ours,relevance_1,5,too_little,John took the test.,Mika might be implying that Mika does not know the results of the test yet.,Mika might be implying that John took the test.,John is a big fan of automotive vehicles.,Mika and John are planning a vacation together.,Mika,Mika could be implying that John did not pass the driver's test.,Mika could be indicating that John simply completed the test without any major issues or complications.
Ole went to an art exhibition where your mutual friend John exhibited his paintings. You ask Ole: 'How was John's portrait?'. Ole replies:,John's portrait did not cause the attendees to stop in front of it.,the answer is unnecessarily prolix for the context,"1. Ole might be implying that John's portrait was not visually captivating or impressive enough to catch the attention of the attendees.
2. Ole could be suggesting that John's portrait did not evoke any strong emotions or reactions from the viewers.
3. Ole might be indicating that the attendees did not find John's portrait particularly interesting or engaging compared to the other artworks at the exhibition.
4. Ole could be subtly expressing disappointment or underwhelmment with John's portrait, implying that it failed to stand out among the other artworks.",gricean_assmuptions,ours,manner_3,13,marked,John's portrait did not cause the attendees to stop in front of it.,"Ole might be implying that John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.","Ole might be implying that John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.",Ole admired John's artistic ability in high school.,Ole helped John set up his studio downtown.,Ole,Ole might be implying that John's portrait was not visually captivating or impressive enough to catch the attention of the attendees.,Ole might be indicating that the attendees did not find John's portrait particularly interesting or engaging compared to the other artworks at the exhibition.
Ole went to an art exhibition where your mutual friend John exhibited his paintings. You ask Ole: 'How was John's portrait?'. Ole replies:,The canapes were excellent.,the answer is not relevant in context,"1. Ole may be trying to avoid answering the question about John's portrait because he either didn't see it or didn't have an opinion about it.
2. Ole could be indirectly expressing his dissatisfaction with John's portrait by diverting the conversation to the canapes instead.
3. Ole might be trying to change the subject because he didn't want to discuss John's portrait for some reason.
4. Ole could be using humor or sarcasm to imply that John's portrait was not worth mentioning, comparing it to the canapes which were the highlight of the exhibition for him.",gricean_assmuptions,ours,relevance_1,13,irrelevant,The canapes were excellent.,Ole might be implying that Ole does not want to talk about John's portrait.,Ole might be implying that the canapes were excellent.,Ole admired John's artistic ability in high school.,Ole helped John set up his studio downtown.,Ole,Ole might be trying to change the subject because he didn't want to discuss John's portrait for some reason.,Ole could be indirectly expressing his dissatisfaction with John's portrait by diverting the conversation to the canapes instead.
Ole went to an art exhibition where your mutual friend John exhibited his paintings. You ask Ole: 'How was John's portrait?'. Ole replies:,The canapes were excellent.,the answer uses language that is difficult to understand,"1. Ole might be trying to avoid answering the question about John's portrait because he either didn't pay attention to it or didn't find it remarkable.
2. Ole could be indirectly implying that he didn't like John's portrait and is diverting the conversation to the canapes instead.
3. Ole might be using sarcasm to suggest that John's portrait was not worth mentioning, but the canapes were the highlight of the exhibition.
4. Ole could be trying to change the subject and focus on something positive (the canapes) rather than discussing John's portrait.",gricean_assmuptions,ours,manner_1,13,irrelevant,The canapes were excellent.,Ole might be implying that Ole does not want to talk about John's portrait.,Ole might be implying that the canapes were excellent.,Ole admired John's artistic ability in high school.,Ole helped John set up his studio downtown.,Ole,Ole might be trying to avoid answering the question about John's portrait because he either didn't pay attention to it or didn't find it remarkable.,Ole could be indirectly implying that he didn't like John's portrait and is diverting the conversation to the canapes instead.
Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,Kirby uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,the answer is intentionally ambiguous in the context,"1. Oliver may be implying that Kirby's poem was well-crafted and adhered to the traditional conventions of poetry in terms of its language, rhythm, and imagery. 
2. Oliver could be suggesting that Kirby's poem lacked originality and was merely imitating the established style and tone of poetry without bringing anything new or unique to the table. 
3. Oliver might be indicating that Kirby's poem was too predictable and followed a formulaic approach, lacking any surprises or experimental elements. 
4. Oliver could be subtly criticizing Kirby's poem, implying that it was overly pretentious and focused more on conforming to the expectations of what poetry should sound like rather than expressing genuine emotions or ideas.",gricean_assmuptions,ours,manner_2,18,too_much,Kirby uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,Oliver might be implying that Kirby's poetry was not good.,Oliver might be implying that John uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver,"Oliver could be subtly criticizing Kirby's poem, implying that it was overly pretentious and focused more on conforming to the expectations of what poetry should sound like rather than expressing genuine emotions or ideas.","Oliver might be indicating that Kirby's poem was too predictable and followed a formulaic approach, lacking any surprises or experimental elements."
Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,Kirby uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,the answer is unnecessarily prolix for the context,"1. Oliver may be implying that Kirby's poem was generic or cliché, lacking originality or creativity.
2. Oliver might be suggesting that Kirby's poem followed the traditional conventions and structure of poetry, without offering any unique or innovative elements.
3. Oliver could be indicating that Kirby's poem had a predictable or expected rhythm, rhyme scheme, or language, conforming to the typical expectations of poetry.
4. Oliver may be subtly expressing disappointment or underwhelmment with Kirby's poem, implying that it lacked depth or substance despite sounding like what poetry is ""supposed"" to sound like.",gricean_assmuptions,ours,manner_3,18,too_much,Kirby uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,Oliver might be implying that Kirby's poetry was not good.,Oliver might be implying that John uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver,"Oliver might be suggesting that Kirby's poem followed the traditional conventions and structure of poetry, without offering any unique or innovative elements.","Oliver may be subtly expressing disappointment or underwhelmment with Kirby's poem, implying that it lacked depth or substance despite sounding like what poetry is ""supposed"" to sound like."
Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,Kirby’s reading went okay.,the answer is intentionally ambiguous in the context,"1. Oliver may be implying that Kirby's reading was average or mediocre. By saying ""Kirby's reading went okay,"" Oliver could be suggesting that it was neither particularly impressive nor disappointing.

2. Oliver might be indicating that Kirby's reading was satisfactory but not outstanding. The use of the word ""okay"" suggests that it was acceptable or decent, but not exceptional or remarkable.

3. Oliver could be subtly expressing disappointment with Kirby's reading. By using the word ""okay,"" Oliver may be implying that he had higher expectations or hoped for a better performance.

4. Oliver might be intentionally withholding judgment or being noncommittal about Kirby's reading. By giving a vague response, Oliver could be avoiding expressing a strong opinion or revealing his true thoughts on the matter.",gricean_assmuptions,ours,manner_2,18,baseline,Kirby’s reading went okay.,Oliver might be implying that Kirby’s reading went okay.,Oliver might be implying that Kirby’s reading went excellent.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver,"Oliver could be subtly expressing disappointment with Kirby's reading. By using the word ""okay,"" Oliver may be implying that he had higher expectations or hoped for a better performance.","Oliver might be intentionally withholding judgment or being noncommittal about Kirby's reading. By giving a vague response, Oliver could be avoiding expressing a strong opinion or revealing his true thoughts on the matter."
Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,Kirby’s reading went okay.,the answer is less informative than is required by the context,"1. Oliver may be implying that Kirby's poem was not particularly impressive or memorable.
2. Oliver might be suggesting that Kirby's reading was average or mediocre.
3. Oliver could be indicating that Kirby's performance was acceptable but not outstanding.
4. Oliver may be subtly expressing that Kirby's poem did not leave a strong impression on him.",gricean_assmuptions,ours,quantity_1,18,baseline,Kirby’s reading went okay.,Oliver might be implying that Kirby’s reading went okay.,Oliver might be implying that Kirby’s reading went excellent.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver,Oliver could be indicating that Kirby's performance was acceptable but not outstanding.,Oliver may be subtly expressing that Kirby's poem did not leave a strong impression on him.
