Unnamed: 0.1,model_name,temperature,instructions,overall_index,cot,violated,assumption,trigger,context,speaker_x,experiment_type,dataset,unique_id,Unnamed: 0,assumption_name,item_id,inference_type,target_prejacent,competitor_prejacent,distractor_1_prejacent,distractor_2_prejacent,speaker_y
466,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_51,"Li's response is a simple statement that the painting was excellent. There is no indication that the answer is too prolix for the context. 

No",0,the answer is not too prolix for the context,The painting was excellent.,You have heard that there is a new art exhibition featuring a world famous painting. Your friend Li went to see the painting on the weekend. You ask Li: “How was the painting?” Li replies:,Li,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0109_results_1295540/utterance_evaluator.csv,,manner_3,8,baseline,the painting was excellent.,the exhibition was featuring a child’s painting.,Li is a big fan of contemporary art in general.,the city has a vibrant artistic community.,Li
34,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_3,"Maxi's response does not directly address the question about the restaurant, indicating a possible lack of interest or avoidance of the topic. Therefore, there are strong reasons to doubt the assumption. 

yes",1,the answer is not too prolix for the context,I also went on a hike last weekend.,Your friend Bo recently opened a new restaurant. Maxi and your other mutual friends tried the restaurant on the last weekend. You ask Maxi: “How was the restaurant?” Maxi replies:,Maxi,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0109_results_1295540/utterance_evaluator.csv,,manner_3,7,irrelevant,Maxi does not want to talk about Bo’s restaurant.,Maxi also went on a hike last weekend.,many new restaurants have opened recently.,Maxi usually likes to go out for diner.,Maxi
1249,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_138,No,0,the answer is not too prolix for the context,John's portrait did not cause the attendees to stop in front of it.,Ole went to an art exhibition where your mutual friend John exhibited his paintings. You ask Ole: 'How was John's portrait?'. Ole replies:,Ole,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0107_results_1295536/utterance_evaluator.csv,,manner_3,13,marked,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.","John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.",Ole admired John's artistic ability in high school.,Ole helped John set up his studio downtown.,Ole
862,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_95,"Betsy's response is very brief and does not provide any additional information about Alex's performance. Therefore, there are strong reasons to doubt the assumption that the answer is not too prolix for the context.

yes",1,the answer is not too prolix for the context,Alex sang a song.,Betsy went to a talent show yesterday in which your mutual friend Alex took part. You ask Betsy: “How was Alex’s performance?” Betsy replies:,Betsy,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0108_results_1295537/utterance_evaluator.csv,,manner_3,1,too_little,Alex’s performance was dull.,Alex sang a song.,Betsy really likes talent shows in general.,Betsy is in love with Alex.,Betsy
916,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",5_21,No,0,the answer is not too prolix for the context,"John got into the car, released the handbrake, and moved the car up until the next crossroad.","Mika just met your mutual friend John, who took his driver’s test yesterday. You ask Mika: “How did John’s driver’s test go?” Mika replies: ",Mika,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,manner_3,5,too_much,John messed up his driver’s test.,"John got into the car, released the handbrake, and moved the car up until the next crossroad.",John is a big fan of automotive vehicles.,Mika and John are planning a vacation together.,Mika
2132,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",1_39,"Li's response ""The painting was excellent"" does not provide any specific information about the painting. It is a general statement that does not give any details or description. Therefore, there are no strong reasons to doubt the assumption that the answer provides information in an order that makes sense.

no",0,the answer provides information in an order that makes sense,The painting was excellent.,You have heard that there is a new art exhibition featuring a world famous painting. Your friend Li went to see the painting on the weekend. You ask Li: “How was the painting?” Li replies:,Li,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,manner_4,8,baseline,the painting was excellent.,the exhibition was featuring a child’s painting.,Li is a big fan of contemporary art in general.,the city has a vibrant artistic community.,Li
1088,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_120,"Some participants wore nice outfits. 

Step 1: Leila's response does not directly answer the question ""How was the class?"" but instead provides information about the participants' outfits. 

Step 2: The response does not provide any information about the actual class itself, such as the content, teaching style, or overall experience. 

Step 3: The information provided seems unrelated to the question and does not follow a logical order. 

Step 4: Therefore, there are strong reasons to doubt the assumption that the answer provides information in an order that makes sense. 

Yes",1,the answer provides information in an order that makes sense,Some participants wore nice outfits.,Leila attended a new photography class in your town. You ask Leila: 'How was the class?'. Leila replies:,Leila,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0111_results_1295545/utterance_evaluator.csv,,manner_4,17,irrelevant,Leila does not want to talk about the photography class.,some participants wore nice outfits.,Leila once modelled for a photo session.,Leila is a fan of arts and crafts.,Leila
1259,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_139,Yes,1,the answer provides information in an order that makes sense,The king caused the rebellion in his country to end.,"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",Mary,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0109_results_1295541/utterance_evaluator.csv,,manner_4,3,marked,"the king made the rebellion end in an intriguing manner, e.g., by clever plotting.","the king made the rebellion end in a straightforward manner, e.g., by defeating all enemies.",Mary really likes TV in general.,Mary likes historical dramas in general.,Mary
4868,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_100,"Sophie's answer does not provide any information about the quality or content of Jack's project. It simply states that Jack presented the project. Therefore, there are strong reasons to doubt the assumption that the answer provides information in an order that makes sense. 

yes",1,the answer provides information in an order that makes sense,Jack presented the project.,Sophie went to a science fair where your mutual friend Jack presented a project. You ask Sophie: 'How was Jack's project?'. Sophie replies:,Sophie,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,manner_4,21,too_little,Jack's project was not very good.,Jack presented the project.,Sophie often helped Jack with his science homework.,Jack once explained the concept of gravity to Sophie using an apple.,Sophie
494,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_54,"Jo's response provides information in a logical order. First, they mention that Josh uttered a series of words. Then, they describe the intonation of Josh's words, suggesting that they were meant to be jokes. This order makes sense as it follows the natural progression of describing Josh's performance. Therefore, there are no strong reasons to doubt the assumption. 

no",0,the answer provides information in an order that makes sense,Josh uttered a series of words with an intonation that suggested they were meant to be jokes.,Jo went to a stand-up comedy show where their friend Josh performed. You ask Jo: 'How was Josh's performance?'. Jo replies:,Jo,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0111_results_1295544/utterance_evaluator.csv,,manner_4,23,too_much,Josh’s performance was not very good.,Josh uttered a series of words with an intonation that suggested they were meant to be jokes.,Jo was the first to encourage John to try stand-up comedy.,Josh tested his new jokes on Jo before performing them live.,Jo
605,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_67,"Emma's response ""Sophie did very well"" indicates that she believes Sophie performed well in the competition. Since there is no additional information or context provided that would suggest otherwise, we have no strong reasons to doubt the assumption that Emma believes her answer to be true.

no",0,Emma believes the answer to be true,Sophie did very well.,Emma attended a cooking competition where your mutual friend Sophie was a participant. You ask Emma: 'How did Sophie do in the competition?'. Emma replies:,Emma,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0108_results_1295537/utterance_evaluator.csv,,quality_1,10,baseline,Sophie did very well.,Sophie's dancing was not good.,Emma tried Sophie's cake.,Emma arrived late to the competition.,Emma
1244,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_138,"Oliver's response does not directly address the question about Kirby's poem. Instead, he mentions the venue, which suggests that he may be avoiding giving an opinion on the poem itself. Therefore, there are strong reasons to doubt the assumption that Oliver believes the answer to be true.

yes",1,Oliver believes the answer to be true,The venue was nice.,Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,Oliver,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0111_results_1295545/utterance_evaluator.csv,,quality_1,18,irrelevant,Oliver does not want to talk about Kirby's poem.,the venue was nice.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver
1217,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_135,Yes,1,Ole believes the answer to be true,John's portrait did not cause the attendees to stop in front of it.,Ole went to an art exhibition where your mutual friend John exhibited his paintings. You ask Ole: 'How was John's portrait?'. Ole replies:,Ole,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0107_results_1295536/utterance_evaluator.csv,,quality_1,13,marked,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.","John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.",Ole admired John's artistic ability in high school.,Ole helped John set up his studio downtown.,Ole
749,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_83,"Jo's response ""The fair took place"" is a direct answer to the question about how Emma's book fair was. It does not provide any additional information or evaluation about the fair. Therefore, there are no strong reasons to doubt the assumption that Jo believes the answer to be true.

no",0,Jo believes the answer to be true,The fair took place.,Your friend Jo is a big bookworm. They attended the biggest annual book fair in your city last weekend where Jo wanted to meet their favourite author. You ask Jo: 'How was Emma's book fair?'. Jo replies:,Jo,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0107_results_1295536/utterance_evaluator.csv,,quality_1,14,too_little,The fair was disappointing.,the fair took place.,Jo once proofread a chapter of their favorite author’s first novel.,Jo used to work at their local library.,Jo
3539,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",5_66,No,0,Jo believes the answer to be true,Authors of each and every single book that I do not find interesting attended and met their fans.,Your friend Jo is a big bookworm. They attended the biggest annual book fair in your city last weekend where Jo wanted to meet their favourite author. You ask Jo: 'How was Emma's book fair?'. Jo replies:,Jo,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,quality_1,14,too_much,Jo didn’t get to meet their favourite author.,authors of each and every single book that I do not find interesting attended and met their fans.,Jo once proofread a chapter of their favorite author’s first novel.,Jo used to work at their local library.,Jo
183,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_20,"John's response indicates that Emma played well in the soccer match. Since John was present at the match and witnessed Emma's performance, it is reasonable to assume that he has enough evidence to make this statement. 

No",0,John likely has enough evidence for the answer,Emma played very well.,John went to a soccer match where his friend Emma played. You ask John: 'How did Emma play?'. John replies:,John,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0109_results_1295541/utterance_evaluator.csv,,quality_2,9,baseline,Emma played very well.,Emma played badly.,John likes football.,John could easily find the stadium.,John
